uniqueId,clean_text,rep_score
cps282,kalo sudah kaya begini nih bakal didenger enggak sih,0.153
ksygnbundamu,pak prabowo sebagai pimpinan tolong laah bisa mendesak pihak terkait yang di demo untuk buka suara atau sekedar meminta maaf dengan rasa empati!!!,0.087
urhoneybunny_,teriak2 demo di luar begitu enggak bakal kedengaran. gedung dpr di desain biar kedap dari suara rakyat,0.114
p.g.l_mv,info ojol yang kelindes bagaimana bang?,0.325
trah_arsen76,jangan anarkis bro...takutnya kalian entar jadi korban...!! jangan jadi korban sia sia..karena energi dan keberanianmu masih diperlukan,0.167
sanjayapvclampung,"dpr bebas pajak pph 21... karyawan+buruh ,bayar pajak pph 21... sila ke 5 ...keadilan sosial bagi seluruh rakyat indonesia",0.403
kaguradevil,media melihat ke jelekan pendemo tapi tidak melihat ke arah petugas begitu kejam nya,0.112
hanlung_12,tangkap puan maharani dalang nya,0.251
sand.hoq,gue yang baru dikasih wd 27jt bilek,0.186
thatatajudin,mantap,0.405
dhiandra955,gua bingung itu yang mukul tiang daripada patah begitu mending arahin ke cctv-nya enggak sih..,0.111
144hz_el,apala cctv pun di rusak,0.118
homecareaja,jangan tembakkan ke petugas? terus petugas tembakkan gas air mata ke demonstran?,0.240
.tanpanama900,menyampaikan pendapat juga percuma enggak di dengar pak pak,0.169
adela.rz,itu 1 pun perwakilan dari dpr enggak ada yang keluar itu,0.131
bagasweh_0.3,"yang paling berkuasa di indonesia ternyata dpr ya bukan presiden, sekelas presiden diam saja cuma menonton karena enggak ada hak buat negor dpr kocak",0.123
aben0622,enggak usah di mendengarkan bang suara rakyat saja enggak di mendengarkan,0.182
user5087534821497s,yaallah hari-hari di hadap kan berita di indonesia seperti ini,0.157
adrianpunggara,"yang begini diup, giliran yang katanga “oknum” anarkis diabaikan? media indonesia sedang tidak baik baik saja. rip",0.287
istriquartararo,"“ tidak menembakan petasan pada petugas, yang naik pagar tidak boleh melakukan perusakan” larangan adalah petintah",0.158
asep_gunawan27,lawak pakpol .. enggak usah mainkan petasan . lah lu mainkan gas air mata mengapai ?,0.185
cfor89,ngapa sih enggak ada yang niatan bawa mobil sedot wc???? biar impas,0.210
nazrililham3009,siapa disini yang kangen era pak jokowi yang aman tidak ada demo sebesar dan sebanyak tahun ini,0.182
hrisnf,kasihan banget mas mas ojol yang di tabrak brimob,0.205
bulanmerndu,krnapa yang demo enggak pakai helem shrs ya pakai helem jadi tertutup,0.287
anakabah563,"saya yakin di balik demo ini ada gank yang di untung kan,bukan sekadar demo biasa,maaf kalo salah",0.183
sijelek71,kenapa enggak beli mercon disko saja,0.354
ai.susilawati367,kalian keren lanjutkan,0.214
salsadutss,"gara dpr polisi rakyat semua berantam ricuh, mereka malah enak2an di dalam gedung cuman melihati saja",0.121
anomali.npccc,media tunduk sama tikus,0.160
kmgppkn3,syarat demo 1 sewa soun horeg 2 sewa septi tank di jamin itu tikus pada keluar dari sarang nya,0.148
miarti132,"yang membuat rakyat marah kenapa pejabat dpr,, gaji fantastis, tunjangan gede, dpr jadi beban negara dengan dalih jadi wakil rakyat, beras, bensin di tanggung negara,, dpr di bayar dari pajak rakyat, enggak salah dong kalo rakyat demo dan menuntut.",0.119
www.tiktok.com.wz4,vidio ojol di lindes mobil brimob https://vt.tiktok.com/zsahmm5px/,0.231
ramakusnanda3,jangan tunggu aceh bertindak bang,0.156
masrananda,"aksi demo murni dari kesadaran masyarakat, eh yang presiden prabowo beranggapan demo bayaran/di tunggangi oleh oknum² tertentu kata nya. entot",0.092
samuelilyas07,#justice for indonesia,0.337
ken.arok823,tindakn cerdas sang pndemo,0.160
daradntt,"sudah enggak aman negara ini, ayo masyarakat semangat dan kompak, semoga kalian selalu di berikan perlindungan amin",0.138
terserah.kamu9,"jangan naik"" begitu kenapa sih,, takut jatuh",0.209
astrophile.man16,sudah enggak percaya lagi gue sama pemimpin di konoha ini,0.202
babu.djjl,"pendemo tidak salah sebab mereka dapat undangan terbuka dari puanpendemo dngn senang hati datang memenuhi undangan puan,justru puan yang brsalah sebab tidak menjamu tamu undangan",0.155
pandagemoylucu,fyp demonya pas gua yang habis wd 22jt bilek,0.402
thybhoep34,gengster bgr banyak yang brangkat bre keren njir gua dukung kalau musuh kalian dpr,0.145
no_nameeee929,enggak usah ragu buat membela kebenaran,0.193
facename__,ayo patungan buat sewa mobil sedot wc,0.268
prastyoo93,sehat selalu abangku..semoga di beri keselamatan,0.174
elysasiahaan10,terus bagaimana nasib ojol yang di tabrak mobil brimob,0.162
ilhamazimiputra,day weekend wd bilek,0.173
masdhanskuuuy2,bapaknya pasti bangga,0.142
user188000808874,"enggak ikut memilih ,, malah kena imbas nya",0.214
almairaja6,ripojol lihat storyku gaes jelas banget yaallah,0.140
mas.e1929,"demo itu kan mau menyampaikan inspirasi ""enggak pengin apa disambut baik-baik, di persilahkan apa yang mau disampaikan... begitu kan enak, yang demo juga segan untuk anarkism.",0.176
bestiemetlope,kepikiran terus ojol yang kelindes,0.198
rfkr345,nyeblak dulu,0.222
piston_542,pas jaman pak jokowi ada demo sebesar ini?,0.161
kimjongunch21,omongannya enggak didengar lagi,0.148
stiahdafa28,ini pahlawan untuk rakyat kecil semoga selalu dalam lindungan allah swt,0.257
siizcha_,"asli ganti presiden ini,negara enggak tambah maju pak masyaraktmu ini",0.120
bubbleglee3,"kali ini masih aman lah, soalnya lebih bahaya kalo para dukun dari sabang sampai merauke bersatu bisa"" enggak lagi bubar tapi langsung game over",0.127
tatalita462,gue yang habis wd 30jt bilek,0.404
mickomixx78xx,petasan di larang di arah kan ke petugas petugas arahkan gas air mata ke masyarakat,0.242
_ikallbaik07,pejabat nabrak : meminta maaf rakyat kecil nabrak : penjara + denda,0.353
dede369210,tetap semangat saudaraku yang berjuang,0.251
abangda_no_1,sedangkan mereka semena2 sama pendemo,0.111
teh.idaman6,masalahnya demo begini mereka enggak mikir panjang,0.123
pipit988,jujur menyesal ikutan nyoblos pemilu kemarenya allah maafkan hamba,0.153
mcgregorpunchh0,kenapa enggak open donasi kemarin beli petasan,0.126
selalualw4y5,"media sekarang sengaja banget ya nge-up yang kayak begini doang, ada orang kelindes oknum dibiarkan begitu saja wkwk",0.129
lufiarst16,@ nihhaapakemercon,0.000
aquarians.13,lu demo dpr kalo enggak ada orang percuma drained energy. buru ke rumah puan selaku ketua dpr!!!,0.162
wtfwhtrudoing,ges jangan rusak properti nanti turun anggaran lagi buat memperbaiki terus dikorupsi lagi deh,0.189
sorebi21,"kenapa hanya gedung dpr saja, menteri keuangan juga di demo",0.107
riskiaditiyaa72,rakyatnya sengsara dpr yang kepanjangannya dewan perwakilan rakyat katanya sih mewakili malah sibuk memikirkan naikin gaji mereka sendiri,0.118
cuiet11,"teman"" jangan ada yang memakai seragam soalnya banyak intel dari stasiun maupun sudirman, soalnya banyak yang ketangkep tadi pas gua di sudirman, info ini untuk anak"" smk/sama/sampai yang mau ikut mohon lepas seragam soalnya intel lagi banyak banget lagi mantau anak anak pelajar, kalian pakai pakaian yang rada tebal dikit ataupun agar enggak kelihatan pelajar, sudah 20 pelajar ketangkep di polres gara"" di curigain + memakai seragam saat demo. sudah angin banget sekarang, ini gue peringatin ya hati hati buat pelajar yang mau ikut semangat buat kalian",0.410
almafzillh,"lagian dpr enggak mau mendengarkan masukan rakyatnya, katanya dewan wakil rakyat",0.131
teotio_njulll,petasane singgede ya,0.225
dower685,"sok ieu polisi,biarkan saja sih anggap saja dia lagi merusak bareng nya sendiri hasil pajak dia ke negara.",0.130
sal_sa278,ful senyum habis wd 44jt,0.245
farhanfahlevi00,adil kah begitu??,0.175
ibnuabbasaa,jangan di ancurin bang nanti benerinnya pakai uang kita lagi,0.284
noviwnd_,mau seluruh stasiun tv dibungkam juga enggak ngaruh,0.122
ibuikan_,"lah itu polisi juga menembak gas air mata, bahkan sampai di lindes bapak",0.153
alpiantaatputera16,enggak guna beda kalo dieropa mereka kudeta senjata militer buat demo dan negosiasi sama pemerintahan,0.139
ciling352,kasihan yang ojol kelindes brimob,0.274
ssukacoffe_,demo jangan halangi paket ku yang kesangkut di jakpus plis,0.155
riskiadi30.14,terus kan los,0.180
mifta03agustin,"loh? para aparat enggak disorot teh? mereka juga bawa gas air mata kok, persenjataan lengkap, pakai pelindung juga lagian para pendemo kan tujuannya cuma pengin ketemu para dpr , menyuarakan suara mereka, keluh kesah mereka, eh tapi malah dihadang mulu sama para aparat, ditembakin gas air mata , dan disemprot air yang tekanan tinggi itu apalah namanya lupa, korbannya banyak, bahkan terakhir kabar ada ojol yang dilindas mobil aparat dan kabur hahahahaha, ngaca rakyat enggak bakal kayak begitu kalo tujuan mereka disambut hangat",0.130
vinovinoarveziota,saran gue yang gede jangan yang kecel sama bawa petasan ajeb ajeb tau kan? nah itu daya ledaknya lumayan buat mundurin aparat,0.152
elmessiah95,"ya allah semoga dpr baik-baik saja,walau bagaimana pun,kita rakyat indonesia sayang sama dpr,jangan sampai parah-parah oknum ini bisa menjatuhkan dpr2 tercinta",0.137
vanesaesa467,ya allah sudah kasihan suami ku cari duet dia selver bluber menarik sepi aku lagi hamil kita mau makin,0.122
shanum_afiya4,melihat rakyat seperti ini bgaimana ya perasaan prabowo,0.143
eny_khamsyn,"di samping itu anak stm demo demi demi para guru guru nya, jadi bukan tanpa alasan... semangat.... gas terus...",0.134
adndkmn,news:jangan pakai petasan...terus gas airmata dari aparat..itu apa???,0.405
dickyramadanii,larangan adalah perintah,0.401
maneloe3211,karena ini aset negara dibayar dan dibiayai dari uang kita2 juga......jangan....jangan panas pikir dengan rasuonal...fokus pada tujuan bukan merusak,0.088
kybtn7,bawa soun horeg saja,0.168
cantikannjugadiaa,anak funk saja langsung turun,0.118
cuan_boy,kenapa enggak dari dulu ada pawai seperti ini,0.113
samkevin_5,larangan adalah perintah,0.401
yudapro692,anak stm ini,0.264
ryusa_969,"siapa tadi yang bilang, sampaikan pendapat nya? kayak mereka dengar saja pendapat rakyat, tolol memang",0.197
wansukajihu,itu yang demo pasti anak anak tauran,0.199
arifinbeni1234,demo karena pemerintahnya seenaknya sendiri terutama dpr,0.119
rio.setiawan680,bahaya tuh kena water canon jatuh ke pagar,0.187
fandysatriaputra,itu ojol yang di tabrak mobil polisi sampai meninggal mana kok enggak di up berita nya,0.158
riz.q08,enggak ada yang perlu ditakuti lagi selama kita berjuang untuk rakyat indonesia,0.192
sanibonbon_,yang aparat lempar gas air mata ada enggak videonya???,0.202
aguung811,presiden nya lagi sibuk mengasih penghargaan ke para mentri,0.143
ajdjensjjwwnnwbsj,baru kali ini aku demo setuju banget .. aku doakan semua yang demo sehat-sehat amin,0.151
j.auyey,"giliran kayak begini seolah"" rakyat yang salah duluan",0.122
thunderr169,"plis aku bangga sama kalian yang ikut demo dan terimakasih banyak, cuma jangan ngerusak dan ngebahayain karena itu dari dana rakyat juga, walaupun itu polisi ngelindungin sih oknum, itu tugas dari pekerjaan nya dia di tuntut mau enggak mau, bayangkan dia di lepas anak istri kerja tapi ......",0.095
candras1995,jatuh begitu tergelincir ke pagar runcing,0.187
haniftzy03,"enggak usah urus peraturan dpr, mereka saja sering ngelanggar, kenapa kita gaboleh wkwkwk",0.097
yoanlevelmax,vandalisme semua,0.258
inaw799,enggak ada yang bawa bensin ges?,0.208
ayahe.bapak,demo di pati jadi inspirasi,0.285
myzuukaaaaelllkaoriii,memasuki biar ke tahun 98,0.123
rohman.2546,orang kepolisian juga melepaskan tembakan dan menyemprot air,0.130
lussy.sim,"sudah mau 3 hari loh masih saja bertanya pendapat, dari kemarin enggak dengar >?",0.101
raicantlove,"anyone know what'si happening here,i don't understand their languange",0.156
azhnfki_,jadi ke ingat omongan hard gumay,0.218
ugenkkopral,", yang ngancurin kita benerinnya dari uang pajak kita juga bang",0.144
kopi.hitam.jawa,semangaaat......,0.000
wawan_keceng,kami dukung demo kalian tetap focus pada tujuan kawan kawan pejuang demokrasi..focus tujuan !! hindari anarki,0.140
revaazkarian,semoga pendemo semuanya dilindungi..disehatkan dipanjangkan umurnya..amin,0.156
zhuxin150,sedot wc enggak ikut demo,0.225
supersultan534,98 ulang,0.256
tampulu_karas,"2 hari nih fyp aur demo saja ,,,, hilang yang tobrut tobrut",0.210
yoteamooo2006,dimna itu kak,0.284
gabinbaculup97,pendapat opo disampai akan belum didengar,0.106
syg.dede54,seru ih,0.243
nginangrongilo,upaya himbauan sudah dilakukan ini bukti susahnya mengendalikan,0.129
nailamuna107,up,0.403
rumahsaya.homebali,french revolution...plajari deh,0.246
sopoyokiii,presidennya masih bagi-bagi gelar penghargaan,0.266
doblang599,ya allah lindungi lah anggota dpr,0.267
rio_love_mie_ayam,"innalilahi wainnailaihi rojiun telah meninggal 3 pejuang kita pada tanggal 28 agustus,yang seharusnya jadi bulan kemerdekaan malah menjadi bulan duka",0.110
kinmyaie,mengapai coba hama² itu,0.178
apipchy00,"harusnya polisi minggir saja sudah sih mengalah sama rakyat, kalaupun rusak bukan kau para polisi yang ganti renov perbaiki!!!!! otak dipakai pak polisi",0.120
dimas13992,jangan pakai petasan? ceh papa kalian ini tidak b*di*h kan kenapa pendemo bawa petasan karena kalian duluan yang main pakai gas air mata an****,0.171
bukaneldul,"kalo sipuan atau siapa saja yang digedung itu keluar, mengomong dari hati ke hati, rakyat juga enggak barbar, bukannya alih2 keluar menemukan rakyat, malah libur massal.",0.118
ayuuuu2910,alfatihah untuk (yang kelindes),0.154
masrohmatt22,"musuh terbesar indonésia bukan negara lain,tapi pejabat di negara sendiri",0.143
siapasiihh05,ojol ketabrak mobil brimob kenapa enggak ada yang up ? mobil nya malah kabur. tapi yang di up malah seolah2 rakyat yang buruk,0.404
sscvbg,cukup 1 tahun saja wowo gibran!!!!!,0.204
atmaja.dyah,petasan saja enggak bolah tapi aparat bwa snjata,0.127
msyukur78,"mantap lanjutkan perjuanganmu teman,,,",0.271
pandagemoylucu,fyp demonya pas gua yang habis wd 22jt bilek,0.402
lenka01ana,mantap ..komen bawa mercon enggak sia sia,0.245
tryingmyhardsest,yang divio pas masyarakat jelek doang,0.192
imam0310,lumayan nanti pengajuan cctv baru sama pager+ ngecat jadi bisnis lagi,0.126
tddddd__,mekasih bang sehat terus bangb,0.189
ciel.football0,"bang izin bertanya guna demo itu apa ya,?",0.163
tomastututut,dilarang menembakan petasan kepada petugas tapi petugas malah tarbrak ojol sampai wafat.,0.152
jahe_geprek,"tragedi 28 agustus 2025 tak hanya meninggalkan luka mendalam untuk keluarga affan (21), satu dari dua pengemudi ojol yang jadi korban dilindas mobil taktis brimob, tapi juga duka bagi masyarakat indonesia. affan dinyatakan meninggal dunia setelah dievakuasi ke rscm, sementara korban lainnya yakni umar (30) selamat dan menjalani perawatan di rs pelni. jika kritik dibayar darah, maka demokrasi tinggal sejarah. #ripdemokrasi ..",0.092
firarozati,"sebenarnya, kasihan banget jadi aparat karena mulutnya para dpr dpr ini. coba keluar, menghadapi mereka, jawab maksud dari demonya",0.106
sapja_94,panjang umur perlawanan,0.400
prabowosubiant03,kerja bagus,0.401
gagkeren0,ku sebut tampan dan pemberani,0.144
rickyzu90,pintar juga bawa petasan,0.240
yoooosng,innalilahi wa innailaihi rojiun buat ojol yang ketabrak #bubarkan_polisi,0.264
dmaarsatriaa_,petasan vs gas air mata lawak banget,0.249
sultnrd,bapak ojol dilindas mobil brimob,0.183
bulaniniseptember22,"buang limbah taik saja mungkin bagus di halaman dpr ,,, memang anj dpr",0.187
adamaryasathya,memang di dalem gedung dpr ada orang ?,0.216
muhammad_alviandra,ini yang gua mau,0.202
aztrianira,"petugas juga jangan nembak2, jangan mukul",0.107
novizalnovizal,heh baju hitam,0.195
ikhsan.wahyu.pratama,haruse septic tank nya turun tangan nih... isinya kan begitu semua di gedung parlemen.,0.168
its.na.na.na,bapak poci sabar banget ya . “yang baju hitam sudah cukup tidak perlu melakukan perusakan seperti itu“ tapi mohon maaf pak. dialog antara dpr dan masyarakat enggak ada… jadinya mereka seperti itu.,0.200
awkawkawk_23,makan bang,0.257
adirohman63,cara membuat peleduk atau bom asap : 600 gr : kcl (booster klengkeng) ada di toko pertanian 300 gr : benzoat (ada di toko roti 100 gr : belerang (bisa juga 200 atau 300 gr karena lebih banyak lebih bikin sesak,0.122
kountol_berseri,tadi gue lihat di tweet banyak pendemo di kroyok sama polisi,0.108
kamimemangkeras,kami butuh rakyat medan untuk mengangkut pagar besi,0.147
allshptra0,keadilan untuk ojol yang dilindas!!! jangan sampai hilang bukti vidionya...,0.292
zahra.3085,"kasihan aparat, sementara penjabat tidur nyenyak makan enak",0.167
dianaroscmiww,hati hati nak semoga diselamat kan pendemo pendemo ya allah,0.196
rahilafnanm,wkwkwk masyarakat enggak boleh nyalakan petasan tapi aparat pakai gas air mata kocak,0.175
